ebay_id,title,location,condition,artist,release_year,image_url,sleeve_grading,record_grading,sold_date,sold,shipping_cost,image_file,label
176317880294.0,"Cream - ""Disraeli Gears"" Lp Original Plum/Tan Stereo ATCO First Press","Located in: Austin, Texas, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/TLsAAOSwBSpmDMOk/s-l1600.webp,Very Good Plus (VG+),Excellent (EX),,50.0,4.87,TLsAAOSwBSpmDMOk_s-l1600.webp,Cream
375345143209.0,CREAM ◆ DISRAELI GEARS LP ◆ NEAR MINT ATCO LABEL,"Located in: Denville, New Jersey, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/e1UAAOSwvcBmBsSt/s-l1600.webp,Near Mint (NM or M-),Near Mint (NM or M-),,23.99,5.99,e1UAAOSwvcBmBsSt_s-l1600.webp,Cream
176362253895.0,THE BEATLES LP ABBEY ROAD UK APPLE PCS 7088 YEX 749-2 YEX 750-1 1969,"Located in: The Shires, United Kingdom",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Beatles,1969,https://i.ebayimg.com/images/g/4a0AAOSwkrJmNOt8/s-l500.webp,Very Good Plus (VG+),Good Plus (G+),"May 08, 2024 10:17:00 PDT",25.0,24.18,4a0AAOSwkrJmNOt8_s-l500.webp,Beatles
335366801120.0,FLEETWOOD MAC RUMOURS WARNER BROS. P10233W JAPAN OBI VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,FLEETWOOD MAC,,https://i.ebayimg.com/images/g/hAoAAOSwmZ1mK4Yn/s-l500.webp,E,E,"May 04, 2024 18:08:58 PDT",44.87,18.0,hAoAAOSwmZ1mK4Yn_s-l500.webp,Fleetwood Mac
196290402772.0,CREAM Disraeli gears (67’ ATCO U.S. STEREO VINYL LP) NM-,"Located in: Santa Ana, California, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,See Title,1967,https://i.ebayimg.com/images/g/qoQAAOSwxCFl8MyH/s-l1600.webp,Very Good Plus (VG+),Near Mint (NM or M-),,35.0,6.87,qoQAAOSwxCFl8MyH_s-l1600.webp,Cream
285781906352.0,"Fleetwood Mac, Rumours, 1977 Vinyl Album LP BSK 3010 WB Records VG+","Located in: Rogers, Minnesota, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/rwkAAOSwVstmAJsE/s-l1600.webp,Very Good (VG),Very Good Plus (VG+),,19.99,4.99,rwkAAOSwVstmAJsE_s-l1600.webp,Fleetwood Mac
166653261924.0,VINTAGE - Fleetwood Mac ~ Rumours ~ Original Shrink 1977 (ALB-2-Q2022,"Located in: Derby, Connecticut, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/ZvMAAOSwZPVl9gs9/s-l500.webp,,,,59.95,8.95,ZvMAAOSwZPVl9gs9_s-l500.webp,Fleetwood Mac
204746681747.0,CREAM - DISRAELI GEARS (VINYL LP)  1967 Atco Records Stereo SD 33-232,"Located in: Hyrum, Utah, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/-JkAAOSwHzlmFGVL/s-l1600.webp,,,,9.99,4.87,-JkAAOSwHzlmFGVL_s-l1600.webp,Cream
395386952573.0,Cream - Disraeli Gears - 1967 UK psyche rock vinyl record LP second press,"Located in: Watford, United Kingdom",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/RfYAAOSw~EtlSh7b/s-l500.webp,,,,31.99,22.12,RfYAAOSw~EtlSh7b_s-l500.webp,Cream
166508095242.0,CREAM; DISRAEI GEARS LP VINYL #33-232 ATCO U.S. PRESS (BAGE & PINK) VG++/VG++,"Located in: El Monte, California, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/8IsAAOSwbxZlgQLR/s-l1600.webp,,,,29.88,,8IsAAOSwbxZlgQLR_s-l1600.webp,Cream
186421744087.0,Cream - Disraeli Gears [LP] 1967 ATCO SD 33-232,"Located in: Troy, Missouri, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/ebYAAOSwNqZmGDp5/s-l500.webp,,,,8.5,4.13,ebYAAOSwNqZmGDp5_s-l500.webp,Cream
315293803144.0,Fleetwood Mac - Rumours - Vinyl LP Reissue,"Located in: Chesterfield, Derbyshire, United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,2011,https://i.ebayimg.com/images/g/9lEAAOSwgKtmG97z/s-l500.webp,Very Good (VG),Excellent (EX),"May 05, 2024 11:58:01 PDT",11.4,23.95,9lEAAOSwgKtmG97z_s-l500.webp,Fleetwood Mac
135037885546.0,Fleetwood Mac: Rumours vinyl LP TEST PRESSING NM 1977 BSK 3010 Warner Bros. RARE,"Located in: Salt Lake City, Utah, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/nAQAAOSwgotmLmvm/s-l500.webp,Near Mint (NM or M-),Near Mint (NM or M-),"May 05, 2024 18:19:34 PDT",718.0,4.87,nAQAAOSwgotmLmvm_s-l500.webp,Non Searched
186434800032.0,Fleetwood Mac: Rumours   German 1981 LP Textured Sleeve,"Located in: UK, United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,see description,https://i.ebayimg.com/images/g/8J8AAOSwbI9mPIk7/s-l1600.webp,see description,see description,,12.99,16.47,8J8AAOSwbI9mPIk7_s-l1600.webp,Fleetwood Mac
315242381238.0,CREAM DISRAELI GEARS Album Vinyl Record LP SD 33-232 ATCO Records Label,"Located in: Rancho Cucamonga, California, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/idQAAOSwSuRl~cwy/s-l500.webp,Fair (F),Fair (F),,17.5,4.13,idQAAOSwSuRl~cwy_s-l500.webp,Cream
364880649082.0,"Fleetwood Mac – Rumours, 1977 LP sleeve poster booklet classic rock 1970s press","Located in: Des Allemands, Louisiana, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/CgMAAOSwhKlmOiQO/s-l500.webp,,,,19.99,4.13,CgMAAOSwhKlmOiQO_s-l500.webp,Fleetwood Mac
266746578774.0,Cream - Disraeli Gears [LP] 1967 ATCO SD 33-232 Used,"Located in: Lake Zurich, Illinois, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/MQYAAOSwQdFmCbsB/s-l500.webp,Worn (W),Fair (F),"Apr 15, 2024 08:06:32 PDT",12.0,5.13,MQYAAOSwQdFmCbsB_s-l500.webp,Cream
276397056567.0,LP BEATLES Abbey Road (- Red Viny) AP8815 APPLE JAPAN Vinyl,"Located in: Tokyo, Japan",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Beatles,1969,https://i.ebayimg.com/images/g/jq8AAOSw25lmAS2K/s-l500.webp,Acceptable (VG),Very Good Plus (VG+),,39.14,26.0,jq8AAOSw25lmAS2K_s-l500.webp,Beatles
176364667142.0,The Beatles – Abbey Road - Japan 1st press (1969),"Located in: LISMORE, Australia",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Beatles,1969,https://i.ebayimg.com/images/g/ndIAAOSw0ZBmN2Qc/s-l500.webp,Very Good Plus (VG+),Very Good Plus (VG+),,49.95,29.25,ndIAAOSw0ZBmN2Qc_s-l500.webp,Beatles
355681714332.0,THE BEATLES ABBEY ROAD - APPLE EAS-80560 Japan  LP,"Located in: Japan Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,THE BEATLES,,https://i.ebayimg.com/images/g/67QAAOSwMEZmMv3k/s-l1600.webp,Very Good Plus (VG+),"Very Good Plus (VG+)  -  mark, light cloudy, VG~VG+","May 08, 2024 19:33:45 PDT",6.5,22.0,67QAAOSwMEZmMv3k_s-l1600.webp,Beatles
326066732771.0,Fleetwood Mac Rumours Vinyl LP 1st Japanese Press NM/VG P-10233W 1977 Top Audio,"Located in: Palmersville , United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/l1cAAOSwB2ZmAfX3/s-l1600.webp,Very Good (VG),Near Mint (NM or M-),,29.99,20.0,l1cAAOSwB2ZmAfX3_s-l1600.webp,Fleetwood Mac
155542496747.0,AEROSMITH NIGHT IN THE RUTS LP 36050,"Located in: Debary, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,,https://i.ebayimg.com/images/g/7AYAAOSwXCtkV67q/s-l500.webp,,,,6.37,5.75,7AYAAOSwXCtkV67q_s-l500.webp,Non Searched
364838634500.0,CREAM DISRAELI GEARS RSO MW2130 JAPAN OBI VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,CREAM,,https://i.ebayimg.com/images/g/FfMAAOSww~BmGRgl/s-l1600.webp,E-,E-,"Apr 21, 2024 18:05:14 PDT",28.01,18.0,FfMAAOSww~BmGRgl_s-l1600.webp,Cream
305542958972.0,Fleetwood Mac - Rumours - 1977 Pressing Winchester US Vinyl LP Textured Sleeve,"Located in: Shenandoah, Pennsylvania, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/-LcAAOSwiMxmMvsL/s-l1600.webp,Very Good Plus (VG+),Very Good Plus (VG+),,17.99,4.87,-LcAAOSwiMxmMvsL_s-l1600.webp,Fleetwood Mac
266760230750.0,"CREAM- ""Disraeli Gears"" vinyl Lp Original Plum/Tan Stereo ATCO First Press","Located in: Manchester, Georgia, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/GIUAAOSw2GtmFAxB/s-l1600.webp,Good (G),Fair (F),"Apr 15, 2024 08:46:02 PDT",5.0,5.99,GIUAAOSw2GtmFAxB_s-l1600.webp,Cream
196378926259.0,"Beatles - Abbey Road Talks - Green Vinyl LP, # 66/500 - Nebulous Records NM","Located in: Palm Harbor, Florida, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Beatles,,https://i.ebayimg.com/images/g/pokAAOSwQVpmNlEc/s-l500.webp,,Near Mint (NM or M-),,98.0,6.5,pokAAOSwQVpmNlEc_s-l500.webp,Non Searched
315170194457.0,"Cream - Disraeli Gears (Vinyl LP, 1967, ATCO, SD 33-232)","Located in: Toms River, New Jersey, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/yPkAAOSw4tJl1Ryg/s-l1600.webp,Good (G),Very Good Plus (VG+),,24.99,5.87,yPkAAOSw4tJl1Ryg_s-l1600.webp,Cream
364868435889.0,BEATLES ABBEY ROAD APPLE AP8815 JAPAN OBI VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,,https://i.ebayimg.com/images/g/7PAAAOSwZRtmMMYe/s-l500.webp,E-,E-,"May 08, 2024 18:06:38 PDT",13.5,18.0,7PAAAOSwZRtmMMYe_s-l500.webp,Beatles
186425856345.0,"The Beatles  - 12” Vinyl LPs  Records Job Lot - Abbey Road , HELP, Revolver","Located in: Tenbury Wells, United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Beatles,1966,https://i.ebayimg.com/images/g/SSMAAOSwqqBmM6SZ/s-l500.webp,Good (G),Good (G),"May 09, 2024 10:32:57 PDT",457.0,37.84,SSMAAOSwqqBmM6SZ_s-l500.webp,Non Searched
155353906232.0,MOTT THE HOOPLE GREATEST HITS LP EX/EX  1974,"Located in: Debary, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,1974,https://i.ebayimg.com/images/g/JE8AAOSwYFljvyuw/s-l1600.webp,,,,12.99,5.75,JE8AAOSwYFljvyuw_s-l1600.webp,Non Searched
355155659546.0,"Fleetwood Mac – Rumours, 1977 LP","Located in: Erie, Pennsylvania, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Vinyl,1977,https://i.ebayimg.com/images/g/oDcAAOSwZytlQpeM/s-l500.webp,Very Good Plus (VG+),Very Good Plus (VG+),,20.0,4.13,oDcAAOSwZytlQpeM_s-l500.webp,Fleetwood Mac
326110113094.0,FLEETWOOD MAC - RUMOURS,"Located in: Berea, Ohio, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,,https://i.ebayimg.com/images/g/lhsAAOSw8t5mMjCK/s-l1600.webp,Very Good Plus (VG+),Very Good Plus (VG+),"May 06, 2024 13:12:14 PDT",15.0,5.5,lhsAAOSw8t5mMjCK_s-l1600.webp,Fleetwood Mac
374921398164.0,The Beatles - Abbey Road LP (UK Stereo -2/-1 Matrix VG+ Vinyl) 1969 Album,"Located in: Surrey, United Kingdom",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,A,1969,https://i.ebayimg.com/images/g/YLsAAOSwFrRk723v/s-l500.webp,,,,27.74,20.0,YLsAAOSwFrRk723v_s-l500.webp,Beatles
355629641040.0,BEATLES ABBEY ROAD APPLE EAS80560 JAPAN OBI VINYL LP 1976 ORIG LYRICS EX/VG+,"Located in: Lincoln City, Oregon, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,1976,https://i.ebayimg.com/images/g/ptkAAOSwJtNmGYch/s-l500.webp,VG+,Excellent (EX),,39.95,6.0,ptkAAOSwJtNmGYch_s-l500.webp,Beatles
395305992842.0,CREAM - Disraeli Gears - In Shrink - SD 33-232 Stereo 1967 LP - Eric Clapton,"Located in: Fort Lauderdale, Florida, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/r3oAAOSw8HxmCB0N/s-l500.webp,Excellent (EX),Very Good Plus (VG+),,33.74,6.25,r3oAAOSw8HxmCB0N_s-l500.webp,Cream
156191436243.0,Fleetwood Mac - Rumours - 1977 - Warner Bros BSK 3010 W/Poster VG+,"Located in: New Castle, Delaware, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"Fleetwood Mac, Lindsey Buckingham, Stevie Nicks",1977,https://i.ebayimg.com/images/g/FhIAAOSwQTVmMvqQ/s-l500.webp,Very Good Plus (VG+),Very Good Plus (VG+),,19.99,5.0,FhIAAOSwQTVmMvqQ_s-l500.webp,Fleetwood Mac
145747994235.0,CREAM - DISRAELI GEARS - JAPAN VINYL LP OBI MWX 4002 EX-/EX,"Located in: Tokyo, Japan",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"Cream, Eric Clapton",,https://i.ebayimg.com/images/g/rPkAAOSw-VRmLc0D/s-l1600.webp,see item description,Excellent (EX),"May 05, 2024 17:34:00 PDT",40.05,15.0,rPkAAOSw-VRmLc0D_s-l1600.webp,Cream
204771038387.0,"Fleetwood Mac rock LP, rumors partially In shrink wrap. Also have a sticker on","Located in: Katy, Texas, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,70’s,https://i.ebayimg.com/images/g/jWsAAOSw-0pmMFgr/s-l500.webp,Very Good (VG),Very Good (VG),"May 06, 2024 19:38:16 PDT",19.5,4.0,jWsAAOSw-0pmMFgr_s-l500.webp,Fleetwood Mac
276380300779.0,"CREAM    disraeli gears  incl. strange brew, sunshine of your love","Located in: Greenwich NSW, Australia",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/eFAAAOSwSRJl8q1O/s-l500.webp,Near Mint (NM or M-),Near Mint (NM or M-),,49.0,34.0,eFAAAOSwSRJl8q1O_s-l500.webp,Cream
285800452758.0,CREAM DISRAELI GEARS ALBUM VINYL,"Located in: Littleton, Colorado, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/eN0AAOSw1qJl~gGX/s-l1600.webp,Excellent (EX),Excellent (EX),"Apr 12, 2024 15:18:55 PDT",19.99,4.13,eN0AAOSw1qJl~gGX_s-l1600.webp,Cream
155709807540.0,BRUCE SPRINGSTEEN DARKNESS ON THE EDGE OF TOWN LP AL  35318,"Located in: Debary, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,,https://i.ebayimg.com/images/g/0n4AAOSwko5k0qd-/s-l1600.webp,,,,8.94,5.75,0n4AAOSwko5k0qd-_s-l1600.webp,Non Searched
176309257028.0,Cream Disraeli Gears Vintage US vinyl,"Located in: Canoga Park, California, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,see description,,https://i.ebayimg.com/images/g/EwYAAOSwQrZmBdAc/s-l1600.webp,,,,19.0,6.0,EwYAAOSwQrZmBdAc_s-l1600.webp,Cream
226086138367.0,"Cream ""Disraeli Gears"" 1967 Original Vinyl Record ATCO {SD 33-232} **Ex. Cond.**","Located in: Dover, New Jersey, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/2mAAAOSwS1JmFujm/s-l1600.webp,,,,14.99,5.61,2mAAAOSwS1JmFujm_s-l1600.webp,Cream
285779924797.0,Cream - Disraeli Gears  Vinyl 1st Print LP ATCO Records SD33-232 VG!,"Located in: Swansea, Massachusetts, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/josAAOSwgptl~qfj/s-l1600.webp,Good Plus (G+),Very Good (VG),,14.99,4.13,josAAOSwgptl~qfj_s-l1600.webp,Cream
145736353130.0,Cream Disraeli Gears Album Vinyl Record RSO Good Condition,"Located in: Pittsburg, Kansas, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/K1oAAOSwkblmJJa3/s-l1600.webp,,,,15.0,4.13,K1oAAOSwkblmJJa3_s-l1600.webp,Cream
156165376897.0,THE ROLLING STONES GOATS  HEAD SOUP  LP,"Located in: Debary, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,,https://i.ebayimg.com/images/g/3x0AAOSw0BBmGbeR/s-l1600.webp,,,,12.14,5.75,3x0AAOSw0BBmGbeR_s-l1600.webp,Non Searched
296397361496.0,FLEETWOOD MAC - Rumours  1977 WARNER BROS IST PRESS BSK 3010 LYRIC INSERT VG+/EX,"Located in: Arlington, Texas, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/BCYAAOSw0LdmKDdn/s-l500.webp,Very Good Plus (VG+),Excellent (EX),"May 03, 2024 15:37:40 PDT",14.99,4.99,BCYAAOSw0LdmKDdn_s-l500.webp,Fleetwood Mac
166752587130.0,GARY WRIGHT THE DREAM WEAVER  LP OPEN SHRINK WRAP  EX/VG+,"Located in: Debary, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,1973,https://i.ebayimg.com/images/g/~zoAAOSw8KBmO9r0/s-l500.webp,,,,13.99,5.75,~zoAAOSw8KBmO9r0_s-l500.webp,Non Searched
196373940471.0,Fleetwood Mac - Rumours Vinyl LP 1977 Textured Sleeve + Insert,"Located in: Saltburn-by-the-Sea, United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/YZUAAOSwM5FmMlT8/s-l1600.webp,Very Good Plus (VG+),Very Good Plus (VG+),"May 08, 2024 11:33:51 PDT",26.31,23.17,YZUAAOSwM5FmMlT8_s-l1600.webp,Fleetwood Mac
255705429651.0,"🔥🍎 FIRST Press 🍎🦋 Beatles Abbey Road Vinyl LP 🍏 Lennon, McCartney, Starr, H","Located in: New Smyrna Beach, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"George Harrison, John Lennon, Paul McCartney, Ringo Starr, Beatles",,https://i.ebayimg.com/images/g/M1gAAOSw-eJjEOu3/s-l1600.webp,,,,49.99,5.61,M1gAAOSw-eJjEOu3_s-l1600.webp,Beatles
226109769302.0,"Cream ""Disraeli Gears"" 1967 Original Vinyl Record ATCO{SD33-232}**Ex. Cond.**","Located in: Dover, New Jersey, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,1967,https://i.ebayimg.com/images/g/Q3sAAOSwxGBmKC1R/s-l1600.webp,,,,14.99,5.61,Q3sAAOSwxGBmKC1R_s-l1600.webp,Cream
166747960216.0,"Fleetwood Mac - Rumours, Original  1977 Vinyl Record LP BSK-3010 VG.","Located in: Naugatuck, Connecticut, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,1977,https://i.ebayimg.com/images/g/100AAOSw7ZFmOCMT/s-l500.webp,Very Good (VG),Very Good (VG),,16.99,4.13,100AAOSw7ZFmOCMT_s-l500.webp,Fleetwood Mac
166175127954.0,CEST CHIC  SELF TITLED  LP SD 19209,"Located in: Debary, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,BEATLES,,https://i.ebayimg.com/images/g/oO8AAOSwiGJki53I/s-l1600.webp,,,,6.37,5.75,oO8AAOSwiGJki53I_s-l1600.webp,Non Searched
404197033118.0,Fleetwood Mac - Rumours [Vinyl LP],"Located in: Tappan, New York, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Fleetwood Mac,2011,https://i.ebayimg.com/images/g/C6sAAOSwrl9kC2n~/s-l1600.webp,,,,19.5,4.87,C6sAAOSwrl9kC2n~_s-l1600.webp,Fleetwood Mac
404955732885.0,"The Beatles Vinyl Record Lot - Revolver, Live! at the Star-Club, Abbey Road","Located in: Seattle, Washington, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Beatles,,https://i.ebayimg.com/images/g/tXgAAOSwMLNmNGM4/s-l1600.webp,,,"May 09, 2024 21:04:52 PDT",44.65,6.35,tXgAAOSwMLNmNGM4_s-l1600.webp,Non Searched
355679207966.0,THE BEATLES ABBEY ROAD - APPLE AP-8815 Japan  LP,"Located in: Japan Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,THE BEATLES,,https://i.ebayimg.com/images/g/WwIAAOSw7NxmMah8/s-l1600.webp,"Very Good Plus (VG+)  -  wear, stain",Very Good Plus (VG+)  -  mark,"May 07, 2024 19:07:19 PDT",8.5,22.0,WwIAAOSw7NxmMah8_s-l1600.webp,Beatles
